tweetid,screen_name,date,lang,text,friends_count,followers_count
1361769730621665280,EricTopol,Tue Feb 16 20:09:38 +0000 2021,en,We can thank Neandertals for passing down a chromosome 12 haplotype that provides some protection from severe covid-19 https://t.co/ydSXqG9qj3 @PNASNews,CA,556,686677
1362970268289933312,DrLeanaWen,Sat Feb 20 03:40:09 +0000 2021,en,Joining @donlemon @CNNtonight: There’s increasing evidence that the #covid19 vaccine reduces likelihood of transmitting the virus. We need to provide people with practical guidance for what they can do when fully vaccinated; including how to see loved ones https://t.co/35hBGojV5y,MD,5002,177524
1368079286553477120,meganranney,Sat Mar 06 06:01:34 +0000 2021,en,An honest and beautiful reflection on the #mentalhealth toll of this pandemic; by @drjessigold   https://t.co/aynsphd1PW,Providence RI,3364,114185
1376737134099501056,CarlosdelRio7,Tue Mar 30 03:24:45 +0000 2021,en,MDR Pseudomonas aeruginosa infections in patients who underwent invasive procedures in Mexico https://t.co/JcK6NX0iK3 via @CDCgov. Would be interesting to hear from Mexican colleagues about their thoughts. @BrendaCrabtreeR @jsmadero @doctormosqueda @doctormacias,GA,1569,56698
1278651892449587200,PeterHotez,Thu Jul 02 11:29:02 +0000 2020,en,Global deaths from #COVID19 now &gt;500;000; heading to &gt;1 million deaths by end of 2020.  COVID19 on pace to become a top cause of infect dis deaths @IHME_UW   TB = 1.2 million annual deaths HIV/AIDS = 950;000 annual deaths Malaria = 620;000 annual deaths   https://t.co/Nor3WGQTpM,Houston TX,7216,334781
1302428503883816960,meganranney,Sun Sep 06 02:08:47 +0000 2020,en,Breaking study from @AnnalsofIM - only 58% of US adults; and 39% of Blacks; would definitely get the #COVID19 #vaccine in *April* - long before the latest debacle with our executive branch.   We have miles to go before we conquer this virus. @EricTopol https://t.co/mXzNpw0TyU https://t.co/ISDwI0wIjS,Providence RI,3364,114185
1307944185165570048,jljcolorado,Mon Sep 21 07:26:08 +0000 2020,en,CDC says coronavirus spreads mainly in the air; through respiratory aerosols and droplets  https://t.co/sCPDTuMzDv   @RichReadReports,CO,587,103211
1356137029839454208,rwang0,Mon Feb 01 07:07:18 +0000 2021,en,MyPOV:  Q. Let's say you ran the #Covid19 #chinavirus vaccine distribution efforts; what would you do differently?  Get it out faster and worry about 2nd dose later.  @elonmusk #ElonMusk @joinClubhouse,Silicon Valley | SF | FL 410+,103619,141983
1276115966112550912,ScottGottliebMD,Thu Jun 25 11:32:10 +0000 2020,en,I’m coming up on @Morning_Joe at 7:40 to discuss the latest medical news on Covid disease. https://t.co/986b8YKJ1D,DC,1457,588757
1278313470031781888,NACCHOalerts,Wed Jul 01 13:04:15 +0000 2020,en,The Tricky Math of Herd Immunity for COVID-19 https://t.co/HAomizxdvR via @QuantaMagazine,DC,3522,28576
1302428907342356480,meganranney,Sun Sep 06 02:10:24 +0000 2020,en,No kidding. I don't know a single adult who is "sleeping well" these days.   (@katie_sharkey hellpppppp us😴😴😴!)  https://t.co/jg8ije5OfB,Providence RI,3364,114185
1312081987402977280,chrissyfarr,Fri Oct 02 17:28:17 +0000 2020,en,A reminder that lots and lots of doctors and other health care professionals with no choice but to treat Covid-19 patients every day are not testing positive because they wear PPE and follow the guidelines.,CA,2633,87974
1324388531507093504,EricTopol,Thu Nov 05 16:30:06 +0000 2020,en,Our covid times :-) by @kaltoons @TheEconomist https://t.co/EVz6BIbQ3Y,CA,556,686677
1331070251166011392,ashishkjha,Tue Nov 24 03:00:52 +0000 2020,en,Good piece from @apoorva_nyc but important not to misinterpret  Small gatherings indoors (having group of friends over for meal) are major source of virus spread  So says a lot of data from states  But doesn't mean states responding rationally  Thread  https://t.co/E5QFwWWVQf,MA,477,328771
1344488963759869952,JoeBrunoWSOC9,Thu Dec 31 03:42:03 +0000 2020,en,NC eviction moratorium extended through January; COVID-19 vaccine plan updated   https://t.co/cURSuesyMG,NC,4017,48909
1368920431944757248,JohnJHarwood,Mon Mar 08 13:43:58 +0000 2021,en,as mammoth covid-relief bill speeds toward Biden’s desk over solid GOP opposition; Dem Sen Merkley tells me “i think we’ll find a way” to circumvent filibuster and protect voting rights  Manchin’s new openness to changing filibuster rules suggests the way  https://t.co/EJufFQZZ9i,DC,2221,555657
1271552759389499392,EricTopol,Fri Jun 12 21:19:36 +0000 2020,en,Something doesn't jive here. https://t.co/bXKssIAGHY by @abbygoodnough re: @CDCgov @CDCDirector  and https://t.co/PZbEfA7KcD @politico by @caitlinoprysko re: @POTUS (But it's OK if you give "informed consent") https://t.co/tAZ0kmu4zL,CA,556,686677
1312436553231167488,CarlosdelRio7,Sat Oct 03 16:57:12 +0000 2020,en,How the coronavirus spread in Trump's White House - ⁦@washingtonpost⁩ If you play with fire you eventually get burned and; at the end of the day; the virus always wins.  #WearAMask #WatchYourDistance #WashYourHands  https://t.co/eqNrUDkmeQ,GA,1569,56698
1317444586927738880,CarlosdelRio7,Sat Oct 17 12:37:21 +0000 2020,en,Sign up for the 2020 ⁦@theNAMedicine⁩ Annual Meeting (Virtual) the Symposium will focus on COVID-19 and on climate change and feature outstanding speakers. Registration is free. ⁦@EmoryMedicine⁩ ⁦@EmoryRollins⁩ ⁦@EmoryInfectDis⁩  https://t.co/DwAn0dHbIj,GA,1569,56698
1358818702020517888,MoNscience,Mon Feb 08 16:43:18 +0000 2021,en,Republican Rep. Ron Wright of Texas dies of Covid https://t.co/oPNE193yTa,,4467,13549
1405954423172575232,CarlosdelRio7,Fri Jun 18 18:23:50 +0000 2021,en,Join the ⁦@EmoryatGrady⁩ COVID-19 Virtual Town Hall this afternoon at 4 pm ET to hear updates on the pandemic and a conversation with ⁦@MonicaGandhi9⁩ on variants &amp; vaccines.  You can watch in the ⁦@EmoryMedicine⁩ Facebook page. https://t.co/mEpoGjbgfc,GA,1569,56698
1278776890774261760,jeremyfaust,Thu Jul 02 19:45:43 +0000 2020,en,Hey all;  Who can give me a link to a clean answer to the following question.   How many children (age 0-17) have died of coronavirus in the United States.   CDC breaks it down 0-4; 5-14; 15-24 age groups.    That’s not what I need.   Looking for number of Covid19 deaths age 0-17,MA,2894,102053
1306731160568049664,CarlosdelRio7,Thu Sep 17 23:06:01 +0000 2020,en,.⁦@CDCgov⁩ #Coronavirus Testing Guidance Posted Against Scientists’ Objections - ⁦@nytimes⁩ by ⁦@apoorva_nyc⁩ not sure which quote is best ⁦@DrTomFrieden⁩ “vandalizing a national monument with graffiti” or me talking about clearance https://t.co/cuIfVCC7yX,GA,1569,56698
1310237824944345088,DrLeanaWen,Sun Sep 27 15:20:15 +0000 2020,en,Opening indoor bars &amp; restaurants at 100% capacity; in areas with active #covid19 surges; is a recipe for further spread. Going into fall and winter; this is not the direction we should be going. Florida @GovRonDeSantis’s decision is irresponsible. https://t.co/Ygct82K5e2,MD,5002,177524
1311421698885984256,CarlosdelRio7,Wed Sep 30 21:44:32 +0000 2020,en,Rethinking Covid-19 Test Sensitivity — A Strategy for Containment | Great perspective in ⁦@NEJM⁩ by ⁦@michaelmina_lab⁩ a rising star and ⁦@EmoryMSTP⁩ graduate.   https://t.co/izLoQGHQqy,GA,1569,56698
1343919001135685632,brianstelter,Tue Dec 29 13:57:13 +0000 2020,en,&gt;&gt; @mikeallen: "Trump has been AWOL on COVID since the election. Biden is intentionally filling the vacuum; addressing the nation in terms that aim to balance hope and realism..." https://t.co/DqNPoWsOOR,New York City,7494,787192
1234953458735886336,NACCHOalerts,Tue Mar 03 21:27:03 +0000 2020,en,Lessons From U.S. Hospitals Caring For COVID-19 Patients https://t.co/QJIkfsSl2M,DC,3522,28576
1286409408080044032,chrissyfarr,Thu Jul 23 21:14:37 +0000 2020,en,Without checking; guess how many people Vietnam was testing per confirmed Covid-19 case?  (Via data compiled from the health ministries in late April by Reuters),CA,2633,87974
1302974057722257408,rwang0,Mon Sep 07 14:16:38 +0000 2020,en,MyPOV: middle-class immigrants are looking at options more than they used to b/c of cost of living.  New York City sees a drop in the number of immigrants; attributed to tighter federal policies and pandemic-related visa-processing delays  https://t.co/oYGopue9Er via @WSJ,Silicon Valley | SF | FL 410+,103619,141983
1360580524520189952,CarlosdelRio7,Sat Feb 13 13:24:10 +0000 2021,en,Victoria has 20 new #COVID19 cases and goes into a 5 day lockdown keeping fans out of Australian Open.  GA had 4;000 new cases yesterday and we have a National Cheerleading competition this weekend at GWCC with ; 40;000 cheerleaders; coaches &amp; spectators.  https://t.co/TKM6U3FSxS,GA,1569,56698
1233794990461145088,laurahelmuth,Sat Feb 29 16:43:43 +0000 2020,en,FDA will now allow hospitals to develop and use their own coronavirus tests; which should speed up detection of covid-19. By @LaurieMcGinley @TheWanReport @CarolynYJohnson on @PostHealthSci https://t.co/yfRBmhCUWc,Washington DC,7507,52715
1278386420978274304,PeterHotez,Wed Jul 01 17:54:08 +0000 2020,en,My interview with ⁦@lauriemcginley2⁩ ⁦@washingtonpost⁩  https://t.co/urRsFykX1n,Houston TX,7216,334781
1321825555034066944,KrutikaKuppalli,Thu Oct 29 14:45:45 +0000 2020,en,The #UnitedStates is going in the WRONG direction  - Yesterday there were 81;457 new cases of #COVID19 with &gt;1000 deaths - Over 14 days there is a 41% increase in cases and a 9% increase in fatalities  We need to tighten up public health measures and consider targeted lockdowns,Global Citizen ,745,33492
1329115148804616192,jeremyfaust,Wed Nov 18 17:31:59 +0000 2020,en,☝️When you've had 1 case in your whole entire country (Marshall Islands) 3 new cases is a 300% increase in 1-day growth.  Sweden now 2nd worse in 1-day growth and we are watching with concern.  Check out our @Brief_19 Covid-19 Outbreak Data Tracker at https://t.co/ib9yA8jyrI https://t.co/rw0KfRY0t9,MA,2894,102053
1409869496437858304,CarlosdelRio7,Tue Jun 29 13:40:56 +0000 2021,en,Today is day 2 of the ⁦@SSB_ASEB_News⁩ workshop “Aviation After a Year of Pandemic: Economics; People; and Technology” today’s discussion will be a Panel on Aircraft Design and Flight Operations; Personnel; and Performance.  Registration at:  https://t.co/6Q0cTUeBqD,GA,1569,56698
1275509569687482368,GovLarryHogan,Tue Jun 23 19:22:33 +0000 2020,en,Marylanders who have recovered from #COVID19 can join the fight against this deadly virus by donating plasma.  Learn more from @US_FDA: https://t.co/EFr4HtJ6TP  Join the CovidCONNECT platform to access resources for recovered Marylanders: https://t.co/OjEIbJpUNP,MD,704,255955
1333782570757185536,NateSilver538,Tue Dec 01 14:38:40 +0000 2020,en,Everybody is understandably concerned about COVID spikes caused by Thanksgiving but if you look at mobility data; there was really no increase vs. previous weeks; arguably a decrease depending on how you squint at the data; in fact. https://t.co/m1gOxoNtX2 https://t.co/OfC0D1YPXb,New York,1573,3444065
1340359730015956992,DrRobertGlatter,Sat Dec 19 18:13:56 +0000 2020,en,Inoculated health-care workers are now ambassadors for the coronavirus vaccine ⁦@meganranney⁩ ⁦@choo_ek⁩  https://t.co/uTIZZ13oSE,New York City,6466,5879
1364746353147076608,ProfEmilyOster,Thu Feb 25 01:17:41 +0000 2021,en,I really; really agree with this article.  https://t.co/dxgCKq7eAb,RI,280,109532
1243539625735524352,EricTopol,Fri Mar 27 14:05:25 +0000 2020,en,Today's 3 commentaries on how digital tools and tracking can help mitigate; track #COVID19 (which we are not doing here) 1.https://t.co/l0XoUzOi9W @josephinecwolff  2. https://t.co/dU5P4GQ5jt 3. https://t.co/qMxINac591 @NatureMedicine https://t.co/RD2sDtHAUY,CA,556,686677
1274384840536850432,luckytran,Sat Jun 20 16:53:17 +0000 2020,en,New cases of #COVID19 in Florida: 6/16: 2;783  6/18: 3;207  6/19: 3;288  Today: 4;049   And yet everyone still wants to pretend that everything is back to normal 🤬  Source: @HealthyFla https://t.co/mupYqoZCbF https://t.co/FrmswzLCQ8,New York City and Australia,3937,56156
1349215036158390272,HelenBranswell,Wed Jan 13 04:41:46 +0000 2021,en,At the beginning of 2021; roughly 345;000 Americans had died from #Covid19.  12 days later the death toll has topped 380;000.  To put that in context: This is almost the size of the population of Cleveland; Ohio. https://t.co/JsGqs3qQMT,MA,2079,225275
1350779639900352512,brianstelter,Sun Jan 17 12:18:57 +0000 2021,en,"State; nation brace for worst"  Today's @SFChronicle headline could be about coronavirus OR about the pro-Trump insurgency... https://t.co/kNsOShkVyj,New York City,7494,787192
1395099810043023360,DrJaimeFriedman,Wed May 19 19:31:29 +0000 2021,en,600;000 children; ages 12-15; have received their first Covid-19 vaccine dose  #ThisIsOurShot  https://t.co/ZEP4w0xyZt,Land of the Kumeyaay ,5261,15988
1221098861827186688,CarlosdelRio7,Sat Jan 25 15:53:50 +0000 2020,en,There’s one difference between the Wuhan virus and previous outbreaks in the region: China is now impossible to quarantine. https://t.co/qbFRelHoQP. Excellent article by @Laurie_Garrett a “must read” to understand why quarantine won’t work in containing #2019_nCov,GA,1569,56698
1291671037982040064,rwang0,Fri Aug 07 09:42:28 +0000 2020,en,MyPOV: Survey Of Contact Tracing Workforce Shows Little Growth; Despite Surging Cases : Shots - Health News  #postpandemic #COVID__19  https://t.co/mXmb0N0lYd,Silicon Valley | SF | FL 410+,103619,141983
1306223958702862336,NACCHOalerts,Wed Sep 16 13:30:34 +0000 2020,en,INVITE: Join @BigCitiesHealth on 9/23 for their latest webinar as they discuss the pandemic response with @ColleenBridger of @SAMetroHealth and Gibbie Harris of @MeckCounty  Register here: https://t.co/g2uKTzNnpp,DC,3522,28576
1306267298618060800,CarlosdelRio7,Wed Sep 16 16:22:47 +0000 2020,en,What is better face masks vs vaccine for #COVID19 ?  A mask protects you TODAY; a vaccine may protect you in the future.  In addition; given that vaccine efficacy may be ~ 50% we will still need to #WearAMask Bottomline is not either or its both and masks are available now!,GA,1569,56698
1309851815438159872,Surgeon_General,Sat Sep 26 13:46:23 +0000 2020,en,A #SaturdayThoughts 🧵 on a common #Flu FAQ.   Q: What about people who get a seasonal flu vaccine and still get sick with flu symptoms?  A: There are several reasons why someone might get flu symptoms; even after being vaccinated against flu...👇🏽 (1/?) https://t.co/tpXyHDM8Vb,DC,187,1127184
1332340488066789376,NateSilver538,Fri Nov 27 15:08:20 +0000 2020,en,Here's what I'm left wondering:  Why Did Even More Americans Vote for Biden?  https://t.co/grW4k1bXGX,New York,1573,3444065
1355924093137158144,rwang0,Sun Jan 31 17:01:10 +0000 2021,en,MyPOV: unveiling the coverup is the key issue.  China’s official gauges of industrial and services activities eased more than expected in Jan; w demand taking a particular hit as authorities discouraged travel ahead of the Lunar New Year festival https://t.co/lKcdqOXiae via @WSJ,Silicon Valley | SF | FL 410+,103619,141983
1364271422135300096,CDCDirector,Tue Feb 23 17:50:28 +0000 2021,en,Together; we can #StopTheSpread of #COVID19. Do your part: • Wear a well-fitting mask • Stay 6 ft away from people you don’t live with • Wash hands frequently • Avoid crowds • Delay travel • Get vaccinated when you can https://t.co/8t5jfr5s4q,GA,487,373675
1234897893326118912,luckytran,Tue Mar 03 17:46:15 +0000 2020,en,I wrote a thing because we need to keep paying attention to the dangerous mismanagement of the #coronavirus outbreak.  Now is the time for honest &amp; humble governance. We should allow scientists the freedom to get on with their important jobs saving lives. https://t.co/6HG1DIVl5p,New York City and Australia,3937,56156
1291919747995508736,brianstelter,Sat Aug 08 02:10:45 +0000 2020,en,New govt PSAs about Covid-19 will feature celebs. The big Q; @oliverdarcy writes: "Why is this just happening now in August? This should have started in March..." https://t.co/l2JbWfX1gL,New York City,7494,787192
1319976267597385728,Surgeon_General,Sat Oct 24 12:17:20 +0000 2020,en,Need some #SaturdayMotivation to fight #pandemicfatigue?    Be encouraged by a new survey finding MOST Americans regardless of background OR political beliefs; agree on mask-wearing!  Poll finds more Americans than ever think we should wear mask https://t.co/s8TiYqpQmM,DC,187,1127184
1352365402047852544,ScottGottliebMD,Thu Jan 21 21:20:12 +0000 2021,en,Some regions that were following similar trajectories. We see rapid declines in Covid cases in some places; but others like Miami and San Diego (where many b117 variant cases are being found) aren’t showing same decline. The contribution of new variants is still small but growing https://t.co/btZ8UdjbI8,DC,1457,588757
1390038044468781056,michaelmina_lab,Wed May 05 20:17:50 +0000 2021,en,Always the kinetics. So rarely is the single datum in time the best metric - here w immune protection:  “These data indicate COVID-19 mortality does not correlate w the cross-sectional antibody levels..but; w the delayed kinetics of NAb production” https://t.co/lgzSftq6yz,MA,998,226426
1283129320198877184,DrLeanaWen,Tue Jul 14 20:00:43 +0000 2020,en,Joinin @NicolleDWallace @DeadlineWH @MSNBC this hour: public health depends on public trust. Trying to undermine scientists and the work they do is dangerous at the best of times—in the middle of the #covid19 pandemic; doing so has already cost lives &amp; will cost many more.,MD,5002,177524
1291982670063218688,KrutikaKuppalli,Sat Aug 08 06:20:47 +0000 2020,en,So I have now heard that #Washington; #California; #NorthCarolina; and #Florida are having reporting problems when it comes to #COVID19 cases. Are there others?,Global Citizen ,745,33492
1293319569562464256,rwang0,Tue Aug 11 22:53:08 +0000 2020,en,MyPOV: how to expand capitalism and unleash market forces.  The developing world is willing to embrace capitalism and it needs the money as it fights off Covid. Here’s how to unleash market forces; writes @ReadingSignals https://t.co/q4a7v6F84w via @WSJ,Silicon Valley | SF | FL 410+,103619,141983
1304639801392590848,meganranney,Sat Sep 12 04:35:42 +0000 2020,en,Why we can't win against #covid19: N "Without up-to-date; reliable information on who is infected; why and where; US scientists; policymakers and the public must instead rely on media reports and independent efforts"  https://t.co/RwyDoYDlsY,Providence RI,3364,114185
1314919883516399616,ghn_news,Sat Oct 10 13:25:04 +0000 2020,en,Italy has made it mandatory to wear face masks in outdoor spaces across the country in an attempt to contain the spread of the #coronavirus.   https://t.co/srcbX27ABZ,MD USA,2268,16655
1340506342738411520,DBelardoMD,Sun Dec 20 03:56:32 +0000 2020,en,Congress got the COVID vaccine before thousands of resident physicians; nurses; attending physicians; hospital staff.  They can technically do their job on Zoom. We can’t.,CA,2925,73478
1279105951568728064,rwang0,Fri Jul 03 17:33:18 +0000 2020,en,Vint Cerf: COVID-19 highlights how we need better internet access everywhere https://t.co/LJxCdnHEMz #disruptv,Silicon Valley | SF | FL 410+,103619,141983
1341843708241719296,NACCHOalerts,Wed Dec 23 20:30:44 +0000 2020,en,A water systems course from @LifeAtPurdue; priced at $445; is being offered at a discount of $395 when the code “NACCHO” is used on checkout! All this &amp; more #COVID19 resources for environmental health professionals in #publichealth released today ➡️ https://t.co/wfST2KrwHi https://t.co/zFyF3TmPkv,DC,3522,28576
1353845596084457472,DrLeanaWen,Mon Jan 25 23:21:57 +0000 2021,en,BREAKING: First case of P.1 #covid19 variant (originally identified in Brazil) found in US today.  We will almost certainly find many more examples; as the variants have been here--we just weren't doing to the testing to pick them up.  https://t.co/FhGkgkqC3H,MD,5002,177524
1223588665336745984,MoNscience,Sat Feb 01 12:47:25 +0000 2020,en,Your morning #2019nCoV #coronavirus update:  1) New @TheLancet study forecasts the spread of #nCoV2019.  "We inferred that epidemics are already growing exponentially in multiple major cities of 🇨🇳 w/ a lag time behind the Wuhan outbreak of ~1–2 weeks." https://t.co/nzTI3DK6a6 https://t.co/9wPcXIwY8f,,4467,13549
1312751583525036032,brianstelter,Sun Oct 04 13:49:01 +0000 2020,en,&gt;&gt; @JakeTapper: "We asked the White House" for a guest – a senior administration official; a spokesperson; a coronavirus task force member; etcetera. "The White House declined to provide any of them; ANY of them; to update you on the president's condition." https://t.co/rFaPUtWNPA,New York City,7494,787192
1365724968542212096,HelenBranswell,Sat Feb 27 18:06:21 +0000 2021,en,UK vaccine advisory panel urges an age-only approach as the UK plans for vaccinating Phase 2 — people under age 50. JCVI suggests calling people forward by decade (40s; then 30s; then 18-29). Targeting occupations too complex; they say. #Covid19 https://t.co/75KKlOJCm3,MA,2079,225275
1393605760655953920,luckytran,Sat May 15 16:34:39 +0000 2021,en,This is completely wrong &amp; an example of elitist views that have been so harmful during this pandemic  When authorities have presented complex guidance in an effective way; the majority of the public has complied  Eg. Spend more time outdoors; wear masks but save N95s for HCWs https://t.co/2ljVcNUqJR,New York City and Australia,3937,56156
1397186966291165184,ghn_news,Tue May 25 13:45:05 +0000 2021,en,As researchers seek to explain and treat #COVID-related smell loss; some researchers now believe that those coping with long-term loss of scent may not regain the “full bouquet” all at once; but only portions at a time. https://t.co/C26Q26BTn5,MD USA,2268,16655
1272322117590118400,KrutikaKuppalli,Mon Jun 15 00:16:46 +0000 2020,en,@CDCMMWR survey of 502 adults from May demonstrating incorrect use of household cleaners and disinfectants to prevent #SARSCoV2. I wonder where they got these ideas🤔 - 39% washed food with bleach; applied products to skin; &amp; inhaled/ingested product 🤦‍♀️ https://t.co/1j0Oj5mKq6 https://t.co/TqYcaGr0X0,Global Citizen ,745,33492
1317587792818442240,rwang0,Sat Oct 17 22:06:24 +0000 2020,en,MyPOV: once we regain our senses on #mortalrisk and #proportional response. we'll be back.  The #coronavirus pandemic is stretching on. Many day-care providers worry they won’t make it through  https://t.co/tBNdcNd3Zq via @WSJ,Silicon Valley | SF | FL 410+,103619,141983
1338182393916583936,EricTopol,Sun Dec 13 18:01:59 +0000 2020,en,The heart and covid. #SARSCoV2 can induce an array of heart complications; from injury; inflammation; clots; and arrhythmias. Using iPSCs; these can be understood and recapitulated in a dish. https://t.co/dl0ib02ge6 brilliant review @stemcellreports @LoukiaYiangou @LUMC_Leiden https://t.co/9UvBqPMMa8,CA,556,686677
1366006507003863040,ghn_news,Sun Feb 28 12:45:05 +0000 2021,en,Doctors and researchers are still striving to better understand and treat the accompanying epidemic of #COVID19-related anosmia — loss of smell — draining much of the joy of life from an increasing number of sensorially frustrated longer-term sufferers. https://t.co/u9qiLrb77q,MD USA,2268,16655
1225171486358560768,CarlosdelRio7,Wed Feb 05 21:36:59 +0000 2020,en,Reporting; Epidemic Growth; and Reproduction Numbers for the 2019 Novel Coronavirus @AnnalsofIM | https://t.co/ZHdEkK0fBV,GA,1569,56698
1309308868443467776,DrLeanaWen,Fri Sep 25 01:48:54 +0000 2020,en,Joining @CuomoPrimeTime to speak about whether @realDonaldTrump can overrule the @US_FDA &amp; authorize a #covid19 vaccine. It would be unprecedented—and what would be the consequence? Who would take it? To save lives; vaccines must be safe; effective &amp; trusted.,MD,5002,177524
1348667253684895744,NACCHOalerts,Mon Jan 11 16:25:04 +0000 2021,en,Join this Q&amp;A webinar on January 14 at 3 pm ET to learn about @CDC_Firstline and ask questions related to infection prevention and control. Questions can about Project Firstline or be more broadly related to #COVID19 IPC in healthcare settings. Register: https://t.co/latFhyiumx https://t.co/W85GiV4KA9,DC,3522,28576
1369728950570729472,JohnJHarwood,Wed Mar 10 19:16:44 +0000 2021,en,by vote of 220-211; House gives final approval to Biden’s $1.9T covid-relief bill on 50th day of his presidency  Biden will sign it into law on Friday at the WH on Friday afternoon  $1;400-per person relief payments begin going out to Americans soon thereafter,DC,2221,555657
1393031267180957696,EricTopol,Fri May 14 02:31:50 +0000 2021,en,Doing a @MMFLint RUMBLE podcast on covid was a blast; just posted https://t.co/FHSPiQztE9 https://t.co/Ydq1x4ua40 https://t.co/YUv3uI96Yx,CA,556,686677
1221080128933060608,HelenBranswell,Sat Jan 25 14:39:23 +0000 2020,en,At least 48M people in 15 Chinese cities are effectively quarantined in China's struggle to stop spread of 2019-nCoV.  The mind reels. https://t.co/cJLENhp8e0,MA,2079,225275
1270167101035220992,laurahelmuth,Tue Jun 09 01:33:30 +0000 2020,en,Tear gas is a chemical weapon that; in addition to the excruciating pain and feelings of panic and suffocation; makes people more likely to spread or contract coronavirus and have a severe case of COVID-19. By @WStoneReports via @KHNews on @SciAm  https://t.co/nDu6qaxYpB,Washington DC,7507,52715
1330136951278727168,ProfEmilyOster,Sat Nov 21 13:12:16 +0000 2020,en,If you like vegetables and live in Rhode Island: One of the small silver linings of the pandemic has been deliveries from Little River Farm.  https://t.co/UxLNlDHd0a,RI,280,109532
1368975692059320320,JohnJHarwood,Mon Mar 08 17:23:33 +0000 2021,en,Biden’s “preference” is not to change filibuster  it was his preference to get GOP votes on covid relief  also his preference that Republicans join him in protecting voting rights and enacting the rest of his agenda  but as Jagger sang; “you cain’t always get what you prefer”,DC,2221,555657
1377304239169503232,jljcolorado,Wed Mar 31 16:58:14 +0000 2021,en,Aerosol Scientists Try to Clear the Air About COVID-19 Transmission  "Medical textbooks have descriptions of virus transmission that are not consistent with basic physics"  By @jrdscience in @AGU_Eos (Official pub. of American Geophysical Union @theAGU)  https://t.co/pPgsWyWIEw,CO,587,103211
1391454865470083072,EricTopol,Sun May 09 18:07:46 +0000 2021,en,+2.4 million vaccinations with 800;000 newbies getting on board https://t.co/xqLwtfAwQn  57 days to July 4th..... If we could keep this up; that would add over 45 million Americans w/≥ 1 dose; well beyond projected need for containment (≤ 1 case/100;000 people) https://t.co/LByl1yqztB,CA,556,686677
1228009820399316992,rwang0,Thu Feb 13 17:35:31 +0000 2020,en,Scientists achieve 'spooky action' over 50km in quantum breakthrough https://t.co/Hinv66Okgl #quantumcomputing,Silicon Valley | SF | FL 410+,103619,141983
1296123111113289728,chrissyfarr,Wed Aug 19 16:33:25 +0000 2020,en,If you are based in the U.S.; do you know people personally who’ve tested positive for Covid-19?,CA,2633,87974
1311313968883929088,EricTopol,Wed Sep 30 14:36:27 +0000 2020,en,On a new study of #COVID19 in India of ~85;000 cases and ~575;000 contacts @ScienceMagazine today: "The contact tracing study also found that children of all ages can become infected with the coronavirus and spread it to others" https://t.co/MCGYLTh1yz  https://t.co/DjLkZfPrME https://t.co/QgQjmNCr7A,CA,556,686677
1331084544750006272,KrutikaKuppalli,Tue Nov 24 03:57:40 +0000 2020,en,Interesting study detecting #SARSCoV2   Home-based finger‐prick dried blood spot collection kit demonstrated 100% sensitivity and specificity in detecting #SARSCoV2 Ab against S1 protein in 111 specimens collected from 31 patients with COVID-19 and 80 healthy participants.  1/,Global Citizen ,745,33492
1353064880400592896,meganranney,Sat Jan 23 19:39:40 +0000 2021,en,As we think about how to fix #covid19 #vaccine distribution; let's learn from the past. In @BostonGlobe I and @ram_bala77 @ShuhanHeMD offer our perspectives based on 10 months of distribution of scarce PPE with @getusppe   https://t.co/ddIZAogpas,Providence RI,3364,114185
1293925649191546880,EricTopol,Thu Aug 13 15:01:29 +0000 2020,en,Covid Deaths per million people 1 developed nation in the top 10 https://t.co/bLV5y3EWIh,CA,556,686677
1301210448570843136,EricTopol,Wed Sep 02 17:28:40 +0000 2020,en,The US doesn't have a national; coordinated; coherent strategy for any aspect of the pandemic. Here @carolineylchen @propublica zooms in on why this is so important for people without covid-19 symptoms (what the @CDCgov recommended against last week) https://t.co/5QpeBxdSJ7,CA,556,686677
1341887227526340608,JoeBrunoWSOC9,Wed Dec 23 23:23:40 +0000 2020,en,Thread: Ultimately the story boils down to this- The COVID-19 vaccine is limited and coveted right now. Atrium has it. They are scheduling non-patient facing employees to get vaccinated. Plenty of high and at risk groups and people are waiting for their turn. https://t.co/WYAIMbjsip,NC,4017,48909
1357731982130753536,ghn_news,Fri Feb 05 16:45:04 +0000 2021,en,As #COVID mutations emerge; terms like “UK variant” or “South Africa variant” have become ubiquitous. @WHO is warning against the practice saying such terms stigmatize countries for being forthcoming about what they’ve discovered and can be misleading.  https://t.co/OX2JuRcBtN,MD USA,2268,16655
1318138613348130816,CarlosdelRio7,Mon Oct 19 10:35:09 +0000 2020,en,The world has now passed 40 million #COVID19 Cases and 1 million deaths.  Half the reported cases in 3 countries: US (8 million); India (7 million) &amp; Brazil (5 million) - ⁦@Worldometers⁩  https://t.co/ANiNNVfu1o,GA,1569,56698
1343728950300844032,LauraSanthanam,Tue Dec 29 01:22:01 +0000 2020,en,‘We didn’t choose this.’ Unemployed man shares frustrations on COVID relief fight https://t.co/SSDa2Gg8Em,D.C.,2463,3388
1372990107217580032,EricTopol,Fri Mar 19 19:15:25 +0000 2021,en,My short @WSJ essay today on the pandemic's impact on life science https://t.co/mp2xfjJct0 "Now that we know what is achievable; much of this experience could potentially be used to expedite the translation of other post-pandemic research into medical care.",CA,556,686677
